ImageId,object_count,min_area,median_area,max_area,has_tiny,has_small,is_dense,is_very_dense,has_rare,is_large_clear,is_small_dense
eafaa82ead1d2738,1,0.00032425857600000004,0.00032425857600000004,0.00032425857600000004,1,1,0,0,1,0,1
f1a6f831c08b3c3d,1,0.01674914464,0.01674914464,0.01674914464,0,0,0,0,0,1,0
3113d9b9be8ec797,2,0.0024202201140000002,0.0025515779610000002,0.0026829358080000002,0,0,0,0,0,0,0
8f166c74d5584eb2,2,0.002562127802,0.003217451197,0.0038727745920000005,0,0,0,0,0,0,0
12d2c807b1691fd1,27,0.00158276292,0.003332892976,0.0124135138,0,0,1,0,0,0,1
2051e578b1cd7eaa,5,0.007915537014,0.017796040761999997,0.037702839088,0,0,0,0,0,1,0
3b833369c9db606b,5,0.000107071472,0.000151729568,0.00026534378,1,1,0,0,1,0,1
820de095627ed3fb,1,0.00014573047999999998,0.00014573047999999998,0.00014573047999999998,1,1,0,0,0,0,1
e6ba77802c138860,0,0.0,0.0,0.0,0,0,0,0,0,0,0
5f0526a1d4cf134b,1,0.002066269032,0.002066269032,0.002066269032,0,0,0,0,0,0,0
5edf05dad1002dcf,2,0.001285242704,0.001384064104,0.0014828855040000001,0,1,0,0,0,0,1
1852f38eac943350,2,9.4849664e-05,0.000750721776,0.001406593888,1,1,0,0,0,0,1
52d7a679cfddb1a3,1,0.06607036576,0.06607036576,0.06607036576,0,0,0,0,0,1,0
463adfa3df6a6eea,2,0.0020406968999999997,0.0020408487319999997,0.0020410005639999998,0,0,0,0,0,0,0
375760c32860d7ba,12,0.0016499846440000002,0.007243206731999999,0.018000486412,0,0,1,0,0,0,1
a7ecc2f77fa5c4f2,1,0.00139850451,0.00139850451,0.00139850451,0,1,0,0,1,0,1
20704d4117491a4e,2,0.0742197503,0.074804098318,0.075388446336,0,0,0,0,0,1,0
8fafae929f97e7e9,1,0.041261155281,0.041261155281,0.041261155281,0,0,0,0,0,1,0
0cbd939290712f86,1,0.266859302442,0.266859302442,0.266859302442,0,0,0,0,0,1,0
1697c1a071faff16,6,0.00016370435400000003,0.0003432028,0.0011841529240000002,1,1,0,0,0,0,1
0a79ed64a7ee3e50,1,0.0036494877839999998,0.0036494877839999998,0.0036494877839999998,0,0,0,0,0,0,0
459c28c798385c7a,9,9.303968000000001e-05,0.000441456455,0.00253344025,1,1,0,0,0,0,1
c51cbd6404503279,10,0.00028927126800000003,0.0009534385415,0.0014933954639999999,1,1,1,0,0,0,1
6392912929fb1a58,4,0.0023018956800000003,0.004390324495999999,0.034584132695000006,0,0,0,0,0,0,0
a12501729ec72a52,3,0.0009330738640000001,0.00094664625,0.00099734748,0,1,0,0,0,0,1
d5b607931a1df3d2,1,0.045734995949999996,0.045734995949999996,0.045734995949999996,0,0,0,0,1,1,0
23815a54de4e3a95,12,6.863850000000001e-05,0.000499423334,0.00710533035,1,1,1,0,0,0,1
b5d01afbbbcf6cfe,1,0.018552181506,0.018552181506,0.018552181506,0,0,0,0,1,1,0
4ab077d8aad9e3e7,1,0.018204001268,0.018204001268,0.018204001268,0,0,0,0,1,1,0
dfe5ec48b898beb1,1,0.031414698173,0.031414698173,0.031414698173,0,0,0,0,0,1,0
57b791ffefcabbad,2,0.045355064545,0.0890495322725,0.132744,0,0,0,0,0,1,0
951cd90f7d003013,8,0.000581231224,0.0028617584064999993,0.018340234848,0,1,0,0,0,0,1
3f0e78261bd1391e,113,7.762124e-05,0.00021228709199999998,0.001288934454,1,1,1,1,0,0,1
1eeb5f37837b35ae,5,0.012462384671999999,0.05661054019799999,0.44683671241999995,0,0,0,0,0,1,0
a00faf626bf0bc42,10,8.363515999999999e-05,0.000182395298,0.000429207064,1,1,1,0,0,0,1
e220455b5a1d8576,1,0.00021874796999999998,0.00021874796999999998,0.00021874796999999998,1,1,0,0,1,0,1
972fa96478297054,1,0.077151960776,0.077151960776,0.077151960776,0,0,0,0,0,1,0
ea0521c320f715b4,39,0.0002517779,0.005980074828,0.01478924571,1,1,1,1,0,0,1
ac46c366e3573eee,8,7.5242148e-05,0.000292320828,0.000531262116,1,1,0,0,0,0,1
e4d12de02b7beadb,1,0.49865312994700006,0.49865312994700006,0.49865312994700006,0,0,0,0,1,1,0
51bd0b762faf7a38,1,0.00033955432399999995,0.00033955432399999995,0.00033955432399999995,1,1,0,0,0,0,1
a6506b634abd5536,1,0.0137596998,0.0137596998,0.0137596998,0,0,0,0,1,1,0
618782c58e9092ae,1,0.06604034231200001,0.06604034231200001,0.06604034231200001,0,0,0,0,1,1,0
1cc9176ee0078700,0,0.0,0.0,0.0,0,0,0,0,0,0,0
8ee065133c5e4f88,12,0.00015099111,0.00061439219,0.005098793544,1,1,1,0,0,0,1
41bcb92771ea6d15,0,0.0,0.0,0.0,0,0,0,0,0,0,0
96a3e064bf2276ad,1,0.0032424119360000003,0.0032424119360000003,0.0032424119360000003,0,0,0,0,0,0,0
717d7e012e2e96e6,2,0.00012022166399999999,0.000138162824,0.00015610398400000002,1,1,0,0,1,0,1
1d4c99236f264716,8,0.011332375639999998,0.021910184569999998,0.0410960856,0,0,0,0,0,1,0
a1a5693538349453,2,0.00612746544,0.0074623859,0.00879730636,0,0,0,0,0,0,0
6259bc612efabe18,1,0.42439982971400003,0.42439982971400003,0.42439982971400003,0,0,0,0,0,1,0
724945b82adccd2f,1,0.032182907760000004,0.032182907760000004,0.032182907760000004,0,0,0,0,0,1,0
eb1e17519f883eaf,1,0.000298696696,0.000298696696,0.000298696696,1,1,0,0,0,0,1
f003e21764896699,5,0.00012734424800000003,0.000176018528,0.0016526082580000001,1,1,0,0,1,0,1
8da6b835d16fcbc0,1,0.000637485816,0.000637485816,0.000637485816,0,1,0,0,1,0,1
69e69759d12309c5,1,0.034017749714,0.034017749714,0.034017749714,0,0,0,0,0,1,0
3b69bdf2249d8d93,1,1.0,1.0,1.0,0,0,0,0,0,1,0
3facf2b5ffdacdc9,1,0.0007079175559999999,0.0007079175559999999,0.0007079175559999999,0,1,0,0,1,0,1
868666594e5be920,1,0.0012822329999999998,0.0012822329999999998,0.0012822329999999998,0,1,0,0,1,0,1
a50e9191713a8cc5,1,0.08752183932,0.08752183932,0.08752183932,0,0,0,0,0,1,0
b3ab27a75a6b493b,1,0.006236671096,0.006236671096,0.006236671096,0,0,0,0,0,0,0
94806a077ebcf8bf,1,0.002645134884,0.002645134884,0.002645134884,0,0,0,0,0,0,0
547c993b9950ff9b,1,0.000788798025,0.000788798025,0.000788798025,0,1,0,0,1,0,1
7568290fd71982f3,2,0.00203302924,0.002328165773,0.0026233023059999997,0,0,0,0,0,0,0
31eb4b91348be189,4,0.000763334044,0.0030310876410000005,0.004603120272,0,1,0,0,1,0,1
371a333653297a9d,16,0.0014783755499999998,0.0036575058689999997,0.00864983511,0,1,1,0,1,0,1
f79b062067966b33,1,0.014339568984,0.014339568984,0.014339568984,0,0,0,0,0,1,0
2b215420bd7a35b3,37,0.000704325456,0.0007045081920000001,0.029283478685999998,0,1,1,1,0,0,1
21566ca456763f7e,2,0.0005022263819999999,0.0034152743939999996,0.006328322405999999,0,1,0,0,0,0,1
f2e03db16f771dfc,8,0.0009690183359999999,0.003709276305,0.021846264153999997,0,1,0,0,0,0,1
b7a7db0fc854281f,1,0.015476541079999998,0.015476541079999998,0.015476541079999998,0,0,0,0,1,1,0
5e64f7ecd842433f,12,0.005221193664,0.009636777875,0.02332769725,0,0,1,0,0,0,1
c3c3d1e614f62fbf,2,0.000747123196,0.0029249741080000003,0.005102825020000001,0,1,0,0,0,0,1
5a831691523dceb2,5,0.00103411433,0.0015578418180000001,0.0024778458,0,1,0,0,0,0,1
6b371393f5cda828,1,0.01570621293,0.01570621293,0.01570621293,0,0,0,0,0,1,0
f019c01a16a4300d,1,0.00195765384,0.00195765384,0.00195765384,0,0,0,0,1,0,0
db13f1457d3fed95,1,0.070862726584,0.070862726584,0.070862726584,0,0,0,0,0,1,0
54b10172aac24d66,5,0.0031966629999999998,0.006002139696,0.008439588684,0,0,0,0,0,0,0
239e77d568b64356,1,0.0018003489479999997,0.0018003489479999997,0.0018003489479999997,0,0,0,0,1,0,0
b045d2d15dda4b8f,1,0.00033528116,0.00033528116,0.00033528116,1,1,0,0,1,0,1
e24bd5e735a428b7,5,0.0015707082600000001,0.00221231934,0.0028590305819999997,0,0,0,0,0,0,0
750edbe80c2b26ff,2,0.0003588343,0.001523319008,0.002687803716,1,1,0,0,1,0,1
3bb424bcb93bb2fd,1,0.029468938805999996,0.029468938805999996,0.029468938805999996,0,0,0,0,1,1,0
56a9682c0b150a7e,30,0.00031649222399999995,0.0013503468440000002,0.005949211124999999,1,1,1,1,0,0,1
418bb4f59150662f,1,0.020863167836,0.020863167836,0.020863167836,0,0,0,0,1,1,0
3ec1333f1447d643,3,8.329657e-05,0.00013440248,0.000393336228,1,1,0,0,0,0,1
29fc9d232c14cdfa,1,0.0033159954300000004,0.0033159954300000004,0.0033159954300000004,0,0,0,0,1,0,0
5a06422854898ffe,1,0.002234243136,0.002234243136,0.002234243136,0,0,0,0,0,0,0
9144498561d1a5d0,14,0.000291185216,0.00046933952600000005,0.002427628644,1,1,1,0,0,0,1
ccb67eb6055b7f81,6,5.848334400000001e-05,0.00014367534699999998,0.006506782492,1,1,0,0,0,0,1
7bcb2159729cb947,15,0.009544629119999998,0.015671539848,0.025760738462,0,0,1,0,0,0,1
b828528c04d94f72,2,0.006130643959999999,0.007019022587999999,0.007907401216,0,0,0,0,0,0,0
135e1780d3b476a2,1,0.067779690573,0.067779690573,0.067779690573,0,0,0,0,0,1,0
5d53a601f4cf97e2,0,0.0,0.0,0.0,0,0,0,0,0,0,0
b9510d34a8c286f1,2,0.000412478994,0.0004575571845,0.000502635375,1,1,0,0,0,0,1
dca60e1b13f58b11,1,0.059682772886999996,0.059682772886999996,0.059682772886999996,0,0,0,0,0,1,0
38fa71eeee854c5a,17,2.9167515e-05,4.897135e-05,0.000864403176,1,1,1,0,0,0,1
8f4758a9d1edf341,2,0.000907066,0.0022299457639999997,0.0035528255279999995,0,1,0,0,0,0,1
baad844608cfdf70,2,0.00118588401,0.0027781242290000003,0.004370364448000001,0,1,0,0,0,0,1
50ccf8612cae5f71,2,0.00029896128000000006,0.008749581010999999,0.017200200742,1,1,0,0,1,0,1
c4d789e000f908d4,1,0.100133265408,0.100133265408,0.100133265408,0,0,0,0,0,1,0
f8102764f7580c4d,1,0.029198423127999997,0.029198423127999997,0.029198423127999997,0,0,0,0,1,1,0
ecd99d8d94dcaec5,7,0.0018228955799999998,0.002625956496,0.003244298265,0,0,0,0,0,0,0
98a0b767e3adcf97,1,0.0011871188920000001,0.0011871188920000001,0.0011871188920000001,0,1,0,0,1,0,1
f790459cc294570d,2,0.01518608963,0.027431445340999998,0.039676801052,0,0,0,0,0,1,0
663741f6c38ff1dc,6,0.00016408602,0.000447325728,0.0008010201600000001,1,1,0,0,0,0,1
56565215023eeb25,1,0.022252736928000002,0.022252736928000002,0.022252736928000002,0,0,0,0,0,1,0
0285ca4326285904,1,0.102616410416,0.102616410416,0.102616410416,0,0,0,0,0,1,0
cca5c6c2eb5d6acc,2,0.00377782774,0.00381699716,0.0038561665800000006,0,0,0,0,0,0,0
fe46b9804369003c,1,0.08571207489600001,0.08571207489600001,0.08571207489600001,0,0,0,0,1,1,0
4ee0791374fea30f,2,0.0008696937480000001,0.013782460674,0.0266952276,0,1,0,0,0,1,1
9c614a3aac2e6927,5,0.0007196904200000001,0.001298304072,0.0018760650389999997,0,1,0,0,0,0,1
4bf49e5e50fe6e8b,7,8.552375e-05,0.000130751148,0.0010486993360000001,1,1,0,0,0,0,1
38f48b205fec3c3f,3,0.002811616442,0.003407588404,0.003744711633,0,0,0,0,0,0,0
ca7c50a81a1049c4,1,0.1932702772,0.1932702772,0.1932702772,0,0,0,0,0,1,0
7ee7f81b3f972da5,1,0.020495465319,0.020495465319,0.020495465319,0,0,0,0,0,1,0
df5f4750f6094c42,4,0.004412927519000001,0.004942916794000001,0.10640082052800001,0,0,0,0,1,0,0
8d3f12b7fa2e37be,2,0.001259163152,0.002436512178,0.003613861204,0,1,0,0,0,0,1
4696517a15afc3e6,1,0.04480336353600001,0.04480336353600001,0.04480336353600001,0,0,0,0,0,1,0
cc2e801beca622a5,1,0.048107312799999996,0.048107312799999996,0.048107312799999996,0,0,0,0,0,1,0
171dbf2178cd9ef0,4,0.000778048416,0.00204162806,0.00356315476,0,1,0,0,0,0,1
22fa8e3a949daf9b,4,0.0007507601850000001,0.004261375495,0.007926857406,0,1,0,0,0,0,1
8fa7fe1dff00f29f,8,0.0012892716,0.011065329539,0.012291040096000001,0,1,0,0,0,1,1
86685552d4f8fc25,1,0.17669423865599998,0.17669423865599998,0.17669423865599998,0,0,0,0,1,1,0
18253b2147202628,3,0.000192807336,0.00147886452,0.001505703408,1,1,0,0,1,0,1
6a64a1e2956f64e2,1,0.000536752128,0.000536752128,0.000536752128,0,1,0,0,1,0,1
df15ca47b8a28916,4,0.002991231016,0.008158551813,0.010886632327999999,0,0,0,0,0,0,0
1a0dc504f119c799,1,0.0189437508,0.0189437508,0.0189437508,0,0,0,0,0,1,0
313ffe4f193ec809,4,0.000990990315,0.006896269513,0.019420526784,0,1,0,0,0,0,1
fa4f0aa1f34ebc94,1,0.041550035852,0.041550035852,0.041550035852,0,0,0,0,0,1,0
d6aaf07a9dd9332a,1,0.0016009649279999998,0.0016009649279999998,0.0016009649279999998,0,0,0,0,1,0,0
d356aa0207a06da5,1,0.004964503614,0.004964503614,0.004964503614,0,0,0,0,0,0,0
037af8e18612aca3,1,0.202957400786,0.202957400786,0.202957400786,0,0,0,0,0,1,0
f8e72dc7e40f4878,1,0.004557613676,0.004557613676,0.004557613676,0,0,0,0,0,0,0
c2bbed61ebfc45e9,3,0.06847209356,0.101318123389,0.12381486308100001,0,0,0,0,0,1,0
c9cbb04d6a31330c,1,0.00135294347,0.00135294347,0.00135294347,0,1,0,0,0,0,1
0664071dac6799a8,1,0.518537881952,0.518537881952,0.518537881952,0,0,0,0,1,1,0
49270a96a828ddcf,1,0.001008437584,0.001008437584,0.001008437584,0,1,0,0,1,0,1
5c495a22f3fff492,1,0.001197294764,0.001197294764,0.001197294764,0,1,0,0,1,0,1
82e56f0fbe95fd81,1,0.00155181165,0.00155181165,0.00155181165,0,0,0,0,1,0,0
76b2a806bb6079ec,1,0.041736447368,0.041736447368,0.041736447368,0,0,0,0,1,1,0
969db553c3bc50ea,5,0.00032727775,0.0008730280520000001,0.004325480144,1,1,0,0,1,0,1
a48b48d167650548,18,4.986496000000001e-05,0.00011936264699999999,0.001387125108,1,1,1,0,0,0,1
96f492d5ff38098e,117,2.4184608e-05,8.8731288e-05,0.001940956252,1,1,1,1,0,0,1
a8b8ac765c2fe315,1,0.030965123844,0.030965123844,0.030965123844,0,0,0,0,0,1,0
4c5eb9a75adc9211,1,0.11741966120200001,0.11741966120200001,0.11741966120200001,0,0,0,0,0,1,0
67f9b45fe8d4fd06,23,0.000749866304,0.001598952936,0.0045466245439999995,0,1,1,0,0,0,1
cad4f930a49c6026,1,0.122711868774,0.122711868774,0.122711868774,0,0,0,0,0,1,0
3098946e29671854,1,0.037211816612,0.037211816612,0.037211816612,0,0,0,0,0,1,0
2d0deeb8ad321e83,1,0.010549149213999999,0.010549149213999999,0.010549149213999999,0,0,0,0,0,1,0
1bc6be46ec6ddb53,1,0.0034178076639999997,0.0034178076639999997,0.0034178076639999997,0,0,0,0,0,0,0
fb01bd05c3e66ef7,1,0.00031092248600000005,0.00031092248600000005,0.00031092248600000005,1,1,0,0,0,0,1
99cd3872608d4d6b,18,0.000604172052,0.007633666835999999,0.01774194446,0,1,1,0,0,0,1
1529fb0c593be39c,1,0.00024207936000000002,0.00024207936000000002,0.00024207936000000002,1,1,0,0,1,0,1
ef5671d8800eb68b,1,0.0017980554249999998,0.0017980554249999998,0.0017980554249999998,0,0,0,0,1,0,0
fe974150f4daa7c2,1,0.17322308932799999,0.17322308932799999,0.17322308932799999,0,0,0,0,0,1,0
f75756f17a07b906,2,0.014470774608,0.020370475296,0.026270175984000003,0,0,0,0,0,1,0
fac5ba20b6230a24,4,0.000364512036,0.000496596472,0.013647609216000002,1,1,0,0,0,0,1
7d1514020ee140fd,1,0.0019341952499999997,0.0019341952499999997,0.0019341952499999997,0,0,0,0,0,0,0
7415b7391dc5cc14,8,0.002702308456,0.012786275727,0.30892481256,0,0,0,0,0,1,0
098885065e9eaca7,1,0.048460494023999996,0.048460494023999996,0.048460494023999996,0,0,0,0,1,1,0
36172f658835617e,6,0.0020753410560000003,0.0057244280415,0.020879083439999998,0,0,0,0,0,0,0
8c7a259df9f3cc32,1,0.01169223962,0.01169223962,0.01169223962,0,0,0,0,0,1,0
008f07a4d3d7d187,2,0.002450623408,0.015649356176,0.028848088944,0,0,0,0,0,1,0
1097d7871ed787af,1,0.0007287236459999999,0.0007287236459999999,0.0007287236459999999,0,1,0,0,1,0,1
49479cacbf7d300d,6,0.00052270995,0.0033523049840000004,0.007590676215999999,0,1,0,0,0,0,1
f7d75f8fb3714a58,1,0.00272751798,0.00272751798,0.00272751798,0,0,0,0,0,0,0
111ecec739bb0bf5,2,0.000674591112,0.0036039620380000003,0.006533332964000001,0,1,0,0,1,0,1
61c84933afe70aa9,2,0.00027164973,0.0003090583345,0.00034646693899999996,1,1,0,0,0,0,1
b9a723ae9f998d41,1,0.006258182032,0.006258182032,0.006258182032,0,0,0,0,0,0,0
8b06a89ac3010379,5,0.000427421344,0.0007347611550000001,0.001290095649,1,1,0,0,0,0,1
fd26ce51d6eb0dcd,2,0.000499558122,0.0014304107185,0.0023612633149999998,1,1,0,0,0,0,1
6901557e8f803bf8,1,0.37832977652399996,0.37832977652399996,0.37832977652399996,0,0,0,0,0,1,0
7e26bf98be1062cd,1,0.010072528839999999,0.010072528839999999,0.010072528839999999,0,0,0,0,0,1,0
3c4d35d7d258ed86,2,0.00070810208,0.004834438588,0.008960775096,0,1,0,0,1,0,1
3c60846ed4a0aead,3,0.0014650768320000002,0.001616451892,0.004599490728,0,1,0,0,0,0,1
344904d858126d32,1,0.00434860034,0.00434860034,0.00434860034,0,0,0,0,0,0,0
d0c7a34dfa4f8cb9,3,0.000763520992,0.012947742180000001,0.04859457948,0,1,0,0,1,1,1
9689b70107ed7476,1,0.31542636254399997,0.31542636254399997,0.31542636254399997,0,0,0,0,0,1,0
4e3bfe4a42d05c36,1,0.000462874752,0.000462874752,0.000462874752,1,1,0,0,0,0,1
93ba665da03e0879,1,0.048699587079999995,0.048699587079999995,0.048699587079999995,0,0,0,0,0,1,0
98f57a233334f018,1,0.012344688398,0.012344688398,0.012344688398,0,0,0,0,0,1,0
3ad4da7e543ced76,3,0.000679510832,0.0008683816899999999,0.051384785323999996,0,1,0,0,0,0,1
12dae013b1ba9505,1,0.0048876152160000005,0.0048876152160000005,0.0048876152160000005,0,0,0,0,0,0,0
8ad17e31514a8e96,1,0.128369506089,0.128369506089,0.128369506089,0,0,0,0,0,1,0
a35099db3338c31d,2,0.0070765987619999995,0.007615418987999999,0.008154239213999999,0,0,0,0,0,0,0
f1dd97378eb85b69,6,0.00105103744,0.00254250861,0.014687659579,0,1,0,0,1,0,1
1f6f59740fda3aec,1,0.36790869843,0.36790869843,0.36790869843,0,0,0,0,1,1,0
704f2c48cc2adf5b,4,0.000110207,0.00041504793600000004,0.00071973108,1,1,0,0,0,0,1
36f575a413c37f39,1,0.013613268384,0.013613268384,0.013613268384,0,0,0,0,0,1,0
dd6b7cff1e506f5b,1,0.001358153464,0.001358153464,0.001358153464,0,1,0,0,1,0,1
8d834277768df82c,32,7.191548e-05,0.0001205211965,0.00048335878399999993,1,1,1,1,0,0,1
6699ff8f1acd8131,1,0.00204664064,0.00204664064,0.00204664064,0,0,0,0,0,0,0
29588e92b068bf34,1,0.001109147562,0.001109147562,0.001109147562,0,1,0,0,0,0,1
7098ec9bb7c0c302,4,0.001369786892,0.0020871671164999998,0.009830965548,0,1,0,0,0,0,1
65bd1f8eeeb38e73,24,3.7045888e-05,6.3308416e-05,0.00024999968000000004,1,1,1,0,0,0,1
a7a1798d331d92f2,1,0.058711954392,0.058711954392,0.058711954392,0,0,0,0,0,1,0
b9ce9e93a553e325,1,0.001399801024,0.001399801024,0.001399801024,0,1,0,0,0,0,1
c7c1f53d5063be1d,12,0.0023524124560000003,0.004893626857,0.024810442736,0,0,1,0,0,0,1
df2f260c9559ad81,3,0.00017841907199999998,0.000298561059,0.000329600128,1,1,0,0,0,0,1
dc863ca9a6543a71,1,0.00117592384,0.00117592384,0.00117592384,0,1,0,0,1,0,1
77903e7f43e5a77d,1,0.000708385552,0.000708385552,0.000708385552,0,1,0,0,1,0,1
7c7a242ac1665600,1,0.06163765872000001,0.06163765872000001,0.06163765872000001,0,0,0,0,0,1,0
b9a9a746ebe6f460,2,0.003318048216,0.007369730758,0.0114214133,0,0,0,0,0,0,0
88607cbb3507b57e,1,0.00462809583,0.00462809583,0.00462809583,0,0,0,0,0,0,0
3b9e36201cd71587,1,0.01067459877,0.01067459877,0.01067459877,0,0,0,0,0,1,0
8b3282c6c6f19d3f,1,0.00027512724000000003,0.00027512724000000003,0.00027512724000000003,1,1,0,0,0,0,1
8bece53094c5955f,3,0.002880979124,0.0042061993039999995,0.0290411276,0,0,0,0,0,0,0
7ff7e0ca6923a582,10,0.00013703647999999997,0.000542840989,0.0017602044120000001,1,1,1,0,0,0,1
ba775a777d6e0fa8,1,0.0036910611840000004,0.0036910611840000004,0.0036910611840000004,0,0,0,0,0,0,0
b7855067d9aee807,1,0.00276491532,0.00276491532,0.00276491532,0,0,0,0,1,0,0
a92741a025302056,1,0.107057658336,0.107057658336,0.107057658336,0,0,0,0,0,1,0
a3e67e8392360494,1,0.001837568556,0.001837568556,0.001837568556,0,0,0,0,1,0,0
bce23da6d6f9c5e9,3,0.001081081024,0.002090581364,0.0032429204099999995,0,1,0,0,0,0,1
2f40089baddeeea6,17,0.00026716245,0.00068169796,0.03199692111,1,1,1,0,0,0,1
cfe769ccd83814c3,2,0.0017289350400000003,0.036848348728000004,0.071967762416,0,0,0,0,0,1,0
2f053410f5ea7262,3,0.0013133284320000001,0.001416056904,0.038802491616,0,1,0,0,0,0,1
ca51802f6981362c,2,0.0020428516060000002,0.0083609432315,0.014679034857000001,0,0,0,0,0,0,0
3affc3b62fb49018,1,0.50866466144,0.50866466144,0.50866466144,0,0,0,0,1,1,0
472c15d995544446,1,0.003186656592,0.003186656592,0.003186656592,0,0,0,0,0,0,0
b3737afe55f7e435,1,0.0004122225,0.0004122225,0.0004122225,1,1,0,0,0,0,1
08340f194a532c88,2,0.001744810512,0.003286320946,0.00482783138,0,0,0,0,0,0,0
c2c81971949ead16,1,0.00108431259,0.00108431259,0.00108431259,0,1,0,0,0,0,1
5019f780db2daccb,1,0.025739626212,0.025739626212,0.025739626212,0,0,0,0,0,1,0
3636aaa64469729e,3,0.0029850984,0.006731268686999999,0.010075013144,0,0,0,0,0,0,0
5827f59a61d325e4,1,0.00712371121,0.00712371121,0.00712371121,0,0,0,0,0,0,0
f5ad6bd1bd37d1f9,3,0.0009284973120000001,0.00114869364,0.002604985152,0,1,0,0,0,0,1
9e14e9386bd3d233,2,0.0037032840000000003,0.011762676000000001,0.019822068,0,0,0,0,0,1,0
73e2dff6f9ce49d3,1,0.000881952296,0.000881952296,0.000881952296,0,1,0,0,1,0,1
ad24ca0787ccfa68,1,0.0006109915499999999,0.0006109915499999999,0.0006109915499999999,0,1,0,0,0,0,1
e4eb937c0e05394d,1,0.021698918048,0.021698918048,0.021698918048,0,0,0,0,0,1,0
3845b4520f7b7876,1,0.13472238168,0.13472238168,0.13472238168,0,0,0,0,0,1,0
6796d5f40d898a6d,4,0.00327264768,0.019485509743000003,0.047348901852000004,0,0,0,0,0,1,0
bdfe2c3f3095f3de,1,0.0077169846,0.0077169846,0.0077169846,0,0,0,0,0,0,0
c271bb496dfeb556,1,0.012435454771999999,0.012435454771999999,0.012435454771999999,0,0,0,0,0,1,0
f2c92963c335b28d,1,0.0026829103040000002,0.0026829103040000002,0.0026829103040000002,0,0,0,0,0,0,0
56b142cefb452b7a,1,0.00463089528,0.00463089528,0.00463089528,0,0,0,0,0,0,0
50a704443abff692,1,0.516620359866,0.516620359866,0.516620359866,0,0,0,0,0,1,0
a089f34595b0eb14,1,0.0018473000000000003,0.0018473000000000003,0.0018473000000000003,0,0,0,0,0,0,0
